26,12,,,,,,,,,,,,,,,,,,,,,,
0,22,1,2,1,3,1,4,1,5,1,7,1,20,1,11,1,12,1,13,1,14,2,0
1,1,0,23,1,3,1,4,1,5,1,7,1,20,1,11,1,12,1,13,1,14,2,1
1,1,1,2,1,3,0,33,1,5,1,7,1,20,1,11,1,12,1,13,1,14,2,2
1,1,1,2,0,34,0,32,1,5,1,7,1,20,1,11,1,12,1,13,1,14,2,3
1,1,1,2,1,3,1,4,1,5,1,7,1,20,1,11,1,12,1,13,1,14,2,4
1,1,0,19,1,3,1,4,1,5,1,7,1,20,1,11,1,12,1,13,1,14,2,5
1,1,1,2,1,3,1,4,1,5,1,7,1,20,1,11,1,12,1,13,1,14,2,6
0,17,0,18,0,44,0,45,0,6,0,8,0,9,0,10,0,27,0,28,0,29,2,7
1,1,1,2,1,3,1,4,1,5,1,7,1,20,1,11,0,16,1,13,1,14,2,8
1,1,1,2,1,3,1,4,1,5,1,7,1,20,1,11,1,12,1,13,1,14,2,9
1,1,1,2,1,3,1,4,1,5,1,7,1,20,1,11,1,12,1,13,0,15,2,10
1,1,1,2,1,3,1,4,1,5,1,7,1,20,1,11,1,12,1,13,1,14,0,21
1,1,1,2,1,3,1,4,1,5,1,7,1,20,1,11,1,12,1,13,1,14,0,31
1,1,1,2,1,3,1,4,1,5,1,7,1,20,1,11,1,12,1,13,1,14,0,36
1,1,1,2,1,3,1,4,1,5,1,7,1,20,1,11,1,12,1,13,1,14,0,37
1,1,1,2,1,3,1,4,1,5,1,7,1,20,1,11,1,12,1,13,1,14,0,38
1,1,1,2,1,3,1,4,1,5,1,7,1,20,1,11,1,12,1,13,1,14,0,39
1,1,1,2,1,3,1,4,1,5,1,7,1,20,1,11,1,12,1,13,1,14,0,40
1,1,1,2,1,3,1,4,1,5,1,7,1,20,1,11,1,12,1,13,1,14,0,41
1,1,1,2,1,3,1,4,1,5,1,7,1,20,1,11,1,12,1,13,1,14,0,42
1,1,1,2,1,3,1,4,1,5,1,7,1,20,1,11,1,12,1,13,1,14,0,43
1,1,1,2,1,3,1,4,1,5,1,7,1,20,1,11,1,12,1,13,1,14,0,24
1,1,1,2,1,3,1,4,1,5,1,7,1,20,1,11,1,12,1,13,1,14,0,25
1,1,1,2,1,3,1,4,1,5,1,7,1,20,1,11,1,12,1,13,1,14,0,26
1,1,1,2,1,3,1,4,1,5,1,7,1,20,1,11,1,12,1,13,1,14,0,30
1,1,1,2,1,3,1,4,1,5,1,7,1,20,1,11,1,12,1,13,1,14,1,0
